FIPS,State,"County, State",2011 Food Insecurity Rate,Number of Food Insecure Persons in 2011,Low Threshold in state,Low Threshold Type,High Threshold in state,High Threshold Type,% FI ? Low Threshold,% FI Btwn Thresholds,% FI > High Threshold,2011 Child Food Insecurity Rate,Number of Food Insecure Children in 2011,% food insecure children in HH w/ HH incomes below 185 FPL,% of food insecure children in HH w/ HH incomes above 185 FPL,Cost Per Meal,Weighted Annual Food Budget Shortfall
47027,TN,"Clay County, Tennessee",15.70%,"1,230",130%,SNAP,185%,Other Nutrition Program,65.90%,23.40%,10.60%,24.30%,380,90%,10%,$2.53 ,"$507,330.00 "
47029,TN,"Cocke County, Tennessee",18.80%,"6,700",130%,SNAP,185%,Other Nutrition Program,70.30%,16.40%,13.30%,33.20%,2560,85%,15%,$2.57 ,"$2,807,170.00 "
47031,TN,"Coffee County, Tennessee",15.00%,"7,870",130%,SNAP,185%,Other Nutrition Program,59.90%,18.10%,22.00%,26.10%,3370,80%,20%,$2.67 ,"$3,425,680.00 "
47033,TN,"Crockett County, Tennessee",17.80%,"2,580",130%,SNAP,185%,Other Nutrition Program,60.70%,21.20%,18.10%,27.20%,970,84%,16%,$2.64 ,"$1,110,410.00 "
47035,TN,"Cumberland County, Tennessee",13.80%,"7,670",130%,SNAP,185%,Other Nutrition Program,55.00%,26.20%,18.80%,25.60%,2710,92%,8%,$2.70 ,"$3,376,140.00 "
47037,TN,"Davidson County, Tennessee",18.10%,"112,270",130%,SNAP,185%,Other Nutrition Program,50.70%,19.70%,29.60%,22.10%,30000,70%,30%,$2.62 ,"$47,954,110.00 "
47039,TN,"Decatur County, Tennessee",15.70%,"1,850",130%,SNAP,185%,Other Nutrition Program,61.00%,17.70%,21.30%,28.30%,720,75%,25%,$2.63 ,"$793,210.00 "
47041,TN,"DeKalb County, Tennessee",14.20%,"2,650",130%,SNAP,185%,Other Nutrition Program,60.60%,27.40%,12.10%,24.70%,1070,87%,13%,$2.51 ,"$1,084,380.00 "
47043,TN,"Dickson County, Tennessee",14.20%,"6,970",130%,SNAP,185%,Other Nutrition Program,49.00%,26.10%,24.90%,24.00%,3000,77%,24%,$2.38 ,"$2,704,400.00 "
47045,TN,"Dyer County, Tennessee",19.40%,"7,400",130%,SNAP,185%,Other Nutrition Program,55.50%,19.30%,25.10%,27.00%,2610,73%,27%,$2.62 ,"$3,160,780.00 "
47047,TN,"Fayette County, Tennessee",15.60%,"5,950",130%,SNAP,185%,Other Nutrition Program,38.20%,21.30%,40.50%,17.90%,1620,73%,27%,$2.72 ,"$2,638,440.00 "
47049,TN,"Fentress County, Tennessee",16.20%,"2,890",130%,SNAP,185%,Other Nutrition Program,71.10%,17.80%,11.10%,29.50%,1210,85%,15%,$2.57 ,"$1,210,850.00 "
47051,TN,"Franklin County, Tennessee",13.30%,"5,480",130%,SNAP,185%,Other Nutrition Program,46.10%,27.90%,25.90%,24.20%,2190,79%,21%,$2.66 ,"$2,376,420.00 "
47053,TN,"Gibson County, Tennessee",18.70%,"9,250",130%,SNAP,185%,Other Nutrition Program,50.40%,24.20%,25.40%,25.50%,3130,78%,22%,$2.68 ,"$4,041,450.00 "
47055,TN,"Giles County, Tennessee",16.10%,"4,760",130%,SNAP,185%,Other Nutrition Program,54.80%,24.90%,20.30%,25.50%,1690,84%,16%,$2.61 ,"$2,025,390.00 "
47057,TN,"Grainger County, Tennessee",15.40%,"3,460",130%,SNAP,185%,Other Nutrition Program,62.50%,32.60%,4.90%,28.10%,1390,94%,6%,$2.96 ,"$1,669,660.00 "
47059,TN,"Greene County, Tennessee",16.70%,"11,440",130%,SNAP,185%,Other Nutrition Program,58.80%,19.60%,21.60%,29.80%,4380,79%,21%,$2.59 ,"$4,830,440.00 "
47061,TN,"Grundy County, Tennessee",17.80%,"2,460",130%,SNAP,185%,Other Nutrition Program,73.70%,18.40%,7.90%,34.20%,1100,91%,9%,$2.70 ,"$1,082,830.00 "
47063,TN,"Hamblen County, Tennessee",15.40%,"9,610",130%,SNAP,185%,Other Nutrition Program,57.40%,20.60%,22.00%,27.50%,4060,81%,19%,$2.62 ,"$4,104,740.00 "
47065,TN,"Hamilton County, Tennessee",16.10%,"53,440",130%,SNAP,185%,Other Nutrition Program,48.40%,18.80%,32.80%,21.50%,15510,68%,32%,$2.73 ,"$23,784,270.00 "
47067,TN,"Hancock County, Tennessee",20.70%,"1,400",130%,SNAP,185%,Other Nutrition Program,79.90%,20.10%,0.00%,34.90%,510,99%,1%,$2.58 ,"$588,860.00 "
47069,TN,"Hardeman County, Tennessee",21.60%,"5,940",130%,SNAP,185%,Other Nutrition Program,49.10%,22.80%,28.10%,21.90%,1280,80%,20%,$2.60 ,"$2,517,800.00 "
47071,TN,"Hardin County, Tennessee",16.00%,"4,160",130%,SNAP,185%,Other Nutrition Program,69.20%,24.10%,6.70%,29.80%,1690,93%,7%,$2.59 ,"$1,756,520.00 "
47073,TN,"Hawkins County, Tennessee",13.50%,"7,630",130%,SNAP,185%,Other Nutrition Program,61.40%,23.00%,15.50%,24.50%,3080,89%,11%,$2.58 ,"$3,209,260.00 "
47075,TN,"Haywood County, Tennessee",24.70%,"4,650",130%,SNAP,185%,Other Nutrition Program,57.70%,29.50%,12.70%,24.30%,1190,75%,26%,$2.66 ,"$2,016,490.00 "
47077,TN,"Henderson County, Tennessee",15.90%,"4,410",130%,SNAP,185%,Other Nutrition Program,53.60%,24.70%,21.70%,25.30%,1690,81%,19%,$2.63 ,"$1,890,840.00 "
47079,TN,"Henry County, Tennessee",15.90%,"5,120",130%,SNAP,185%,Other Nutrition Program,53.40%,24.00%,22.60%,26.20%,1860,87%,13%,$2.60 ,"$2,170,220.00 "
47081,TN,"Hickman County, Tennessee",13.80%,"3,390",130%,SNAP,185%,Other Nutrition Program,49.80%,31.60%,18.50%,22.40%,1270,100%,0%,$2.93 ,"$1,619,300.00 "
47083,TN,"Houston County, Tennessee",15.10%,"1,260",130%,SNAP,185%,Other Nutrition Program,55.10%,27.40%,17.50%,26.50%,530,77%,23%,$2.52 ,"$517,640.00 "
47085,TN,"Humphreys County, Tennessee",14.00%,"2,590",130%,SNAP,185%,Other Nutrition Program,55.90%,26.90%,17.20%,24.30%,1040,89%,11%,$2.50 ,"$1,055,600.00 "
47087,TN,"Jackson County, Tennessee",15.90%,"1,820",130%,SNAP,185%,Other Nutrition Program,66.50%,25.30%,8.10%,29.00%,690,96%,4%,$2.55 ,"$756,610.00 "
47089,TN,"Jefferson County, Tennessee",15.60%,"7,980",130%,SNAP,185%,Other Nutrition Program,56.10%,21.70%,22.20%,26.70%,3040,82%,18%,$2.69 ,"$3,499,580.00 "
47091,TN,"Johnson County, Tennessee",16.90%,"3,080",130%,SNAP,185%,Other Nutrition Program,63.70%,17.90%,18.40%,32.00%,1050,95%,5%,$2.76 ,"$1,385,860.00 "
47093,TN,"Knox County, Tennessee",13.40%,"57,650",130%,SNAP,185%,Other Nutrition Program,46.90%,18.40%,34.70%,19.60%,18360,65%,35%,$2.80 ,"$26,315,890.00 "
47095,TN,"Lake County, Tennessee",23.00%,"1,800",130%,SNAP,185%,Other Nutrition Program,48.10%,14.20%,37.70%,34.50%,440,81%,19%,$2.44 ,"$716,020.00 "
47097,TN,"Lauderdale County, Tennessee",23.60%,"6,550",130%,SNAP,185%,Other Nutrition Program,53.30%,21.60%,25.00%,28.60%,1950,79%,21%,$2.55 ,"$2,722,970.00 "
47099,TN,"Lawrence County, Tennessee",15.80%,"6,560",130%,SNAP,185%,Other Nutrition Program,58.90%,22.90%,18.20%,26.30%,2780,82%,18%,$2.54 ,"$2,716,430.00 "
47101,TN,"Lewis County, Tennessee",16.70%,"2,020",130%,SNAP,185%,Other Nutrition Program,56.80%,23.60%,19.60%,27.50%,800,77%,23%,$2.54 ,"$836,460.00 "
47103,TN,"Lincoln County, Tennessee",12.30%,"4,080",130%,SNAP,185%,Other Nutrition Program,56.90%,20.30%,22.70%,22.70%,1760,71%,29%,$2.65 ,"$1,762,650.00 "
47105,TN,"Loudon County, Tennessee",11.80%,"5,660",130%,SNAP,185%,Other Nutrition Program,52.10%,20.20%,27.60%,25.60%,2490,76%,24%,$2.81 ,"$2,592,890.00 "
47107,TN,"McMinn County, Tennessee",15.60%,"8,160",130%,SNAP,185%,Other Nutrition Program,56.00%,20.00%,24.00%,26.90%,3240,80%,20%,$2.75 ,"$3,658,340.00 "
47109,TN,"McNairy County, Tennessee",16.50%,"4,280",130%,SNAP,185%,Other Nutrition Program,60.90%,23.10%,15.90%,27.30%,1660,83%,17%,$2.55 ,"$1,779,280.00 "
47111,TN,"Macon County, Tennessee",15.60%,"3,460",130%,SNAP,185%,Other Nutrition Program,63.30%,25.40%,11.30%,28.00%,1580,87%,13%,$2.58 ,"$1,455,310.00 "
47113,TN,"Madison County, Tennessee",19.30%,"18,890",130%,SNAP,185%,Other Nutrition Program,50.00%,22.90%,27.10%,22.10%,5230,75%,25%,$2.64 ,"$8,130,110.00 "
47115,TN,"Marion County, Tennessee",14.60%,"4,110",130%,SNAP,185%,Other Nutrition Program,55.20%,24.30%,20.40%,26.90%,1650,82%,18%,$2.70 ,"$1,809,120.00 "
47117,TN,"Marshall County, Tennessee",16.90%,"5,140",130%,SNAP,185%,Other Nutrition Program,51.40%,19.30%,29.30%,27.80%,2090,80%,20%,$2.60 ,"$2,178,700.00 "
47119,TN,"Maury County, Tennessee",16.70%,"13,370",130%,SNAP,185%,Other Nutrition Program,44.30%,18.00%,37.60%,24.10%,4710,67%,33%,$2.53 ,"$5,514,580.00 "
47121,TN,"Meigs County, Tennessee",16.50%,"1,920",130%,SNAP,185%,Other Nutrition Program,69.90%,18.90%,11.20%,31.70%,790,94%,6%,$2.73 ,"$854,520.00 "
47123,TN,"Monroe County, Tennessee",16.90%,"7,520",130%,SNAP,185%,Other Nutrition Program,61.60%,21.80%,16.60%,29.70%,3040,84%,16%,$2.71 ,"$3,322,370.00 "
47125,TN,"Montgomery County, Tennessee",16.40%,"27,520",130%,SNAP,185%,Other Nutrition Program,46.70%,20.70%,32.60%,21.70%,10200,72%,29%,$2.55 ,"$11,440,620.00 "
47127,TN,"Moore County, Tennessee",11.90%,750,130%,SNAP,185%,Other Nutrition Program,51.10%,11.10%,37.90%,26.60%,380,62%,38%,$2.65 ,"$324,020.00 "
47129,TN,"Morgan County, Tennessee",15.20%,"3,300",130%,SNAP,185%,Other Nutrition Program,54.80%,18.30%,26.80%,27.90%,1290,83%,17%,$3.00 ,"$1,613,970.00 "
47131,TN,"Obion County, Tennessee",17.40%,"5,540",130%,SNAP,185%,Other Nutrition Program,51.70%,20.00%,28.30%,25.80%,1890,79%,21%,$2.59 ,"$2,339,220.00 "
47133,TN,"Overton County, Tennessee",14.50%,"3,180",130%,SNAP,185%,Other Nutrition Program,62.60%,21.20%,16.30%,26.00%,1330,81%,20%,$2.94 ,"$1,524,180.00 "
47135,TN,"Perry County, Tennessee",18.70%,"1,470",130%,SNAP,185%,Other Nutrition Program,60.40%,22.70%,16.90%,34.00%,590,86%,14%,$2.66 ,"$637,470.00 "
47137,TN,"Pickett County, Tennessee",17.10%,870,130%,SNAP,185%,Other Nutrition Program,47.00%,38.20%,14.80%,27.20%,290,90%,10%,$2.54 ,"$360,260.00 "
47139,TN,"Polk County, Tennessee",14.80%,"2,470",130%,SNAP,185%,Other Nutrition Program,59.30%,18.10%,22.60%,25.70%,940,78%,22%,$2.66 ,"$1,071,120.00 "
47141,TN,"Putnam County, Tennessee",16.40%,"11,710",130%,SNAP,185%,Other Nutrition Program,64.60%,17.10%,18.30%,27.80%,4280,76%,24%,$2.51 ,"$4,791,720.00 "
47143,TN,"Rhea County, Tennessee",16.50%,"5,200",130%,SNAP,185%,Other Nutrition Program,59.70%,23.60%,16.70%,28.90%,2140,89%,11%,$2.79 ,"$2,365,200.00 "
47145,TN,"Roane County, Tennessee",12.70%,"6,900",130%,SNAP,185%,Other Nutrition Program,53.20%,23.60%,23.10%,24.40%,2760,81%,19%,$2.69 ,"$3,025,950.00 "
47147,TN,"Robertson County, Tennessee",12.80%,"8,360",130%,SNAP,185%,Other Nutrition Program,48.20%,20.10%,31.70%,21.90%,3710,73%,27%,$2.45 ,"$3,339,130.00 "
47149,TN,"Rutherford County, Tennessee",13.90%,"35,820",130%,SNAP,185%,Other Nutrition Program,43.20%,20.40%,36.40%,19.70%,13310,68%,32%,$2.64 ,"$15,416,660.00 "
47151,TN,"Scott County, Tennessee",22.20%,"4,930",130%,SNAP,185%,Other Nutrition Program,61.10%,22.00%,17.00%,35.00%,1970,88%,12%,$2.65 ,"$2,129,870.00 "
47153,TN,"Sequatchie County, Tennessee",13.50%,"1,890",130%,SNAP,185%,Other Nutrition Program,68.50%,26.30%,5.20%,24.70%,830,99%,1%,$2.66 ,"$819,600.00 "
47155,TN,"Sevier County, Tennessee",14.20%,"12,610",130%,SNAP,185%,Other Nutrition Program,52.40%,23.40%,24.10%,24.70%,4890,76%,24%,$2.74 ,"$5,632,830.00 "
47157,TN,"Shelby County, Tennessee",22.10%,"204,130",130%,SNAP,185%,Other Nutrition Program,50.10%,21.60%,28.30%,20.10%,49640,65%,35%,$2.55 ,"$84,860,930.00 "
47159,TN,"Smith County, Tennessee",14.00%,"2,680",130%,SNAP,185%,Other Nutrition Program,54.50%,13.00%,32.50%,24.20%,1120,73%,27%,$2.49 ,"$1,087,910.00 "
47161,TN,"Stewart County, Tennessee",14.70%,"1,930",130%,SNAP,185%,Other Nutrition Program,57.80%,19.10%,23.10%,24.90%,770,90%,10%,$2.51 ,"$789,750.00 "
47163,TN,"Sullivan County, Tennessee",12.90%,"20,210",130%,SNAP,185%,Other Nutrition Program,57.50%,19.10%,23.40%,23.90%,7760,76%,24%,$2.77 ,"$9,126,550.00 "
47165,TN,"Sumner County, Tennessee",12.30%,"19,470",130%,SNAP,185%,Other Nutrition Program,39.30%,23.30%,37.40%,19.60%,7870,65%,35%,$2.51 ,"$7,967,100.00 "
47167,TN,"Tipton County, Tennessee",15.90%,"9,620",130%,SNAP,185%,Other Nutrition Program,46.70%,17.30%,35.90%,21.60%,3570,66%,34%,$2.67 ,"$4,187,430.00 "
47169,TN,"Trousdale County, Tennessee",14.40%,"1,130",130%,SNAP,185%,Other Nutrition Program,53.20%,32.00%,14.80%,23.50%,450,94%,6%,$2.48 ,"$456,870.00 "
47171,TN,"Unicoi County, Tennessee",15.10%,"2,770",130%,SNAP,185%,Other Nutrition Program,61.10%,14.70%,24.20%,28.30%,1050,71%,29%,$2.70 ,"$1,219,280.00 "
47173,TN,"Union County, Tennessee",14.30%,"2,740",130%,SNAP,185%,Other Nutrition Program,67.80%,28.90%,3.30%,25.70%,1170,98%,2%,$2.76 ,"$1,232,880.00 "
47175,TN,"Van Buren County, Tennessee",15.50%,860,130%,SNAP,185%,Other Nutrition Program,62.20%,28.00%,9.90%,30.70%,360,95%,5%,$2.60 ,"$364,530.00 "
47177,TN,"Warren County, Tennessee",16.00%,"6,360",130%,SNAP,185%,Other Nutrition Program,62.10%,20.60%,17.30%,28.80%,2780,84%,16%,$2.59 ,"$2,685,450.00 "
47179,TN,"Washington County, Tennessee",14.30%,"17,330",130%,SNAP,185%,Other Nutrition Program,55.60%,17.50%,27.00%,23.10%,5710,70%,30%,$2.75 ,"$7,769,480.00 "
47181,TN,"Wayne County, Tennessee",15.90%,"2,710",130%,SNAP,185%,Other Nutrition Program,50.20%,24.10%,25.70%,28.30%,950,85%,15%,$2.55 ,"$1,126,600.00 "
47183,TN,"Weakley County, Tennessee",18.30%,"6,340",130%,SNAP,185%,Other Nutrition Program,56.10%,22.40%,21.50%,27.40%,1890,85%,15%,$2.77 ,"$2,863,060.00 "
47185,TN,"White County, Tennessee",16.00%,"4,110",130%,SNAP,185%,Other Nutrition Program,61.80%,26.90%,11.40%,29.50%,1720,98%,2%,$2.57 ,"$1,722,010.00 "
47187,TN,"Williamson County, Tennessee",8.80%,"15,780",130%,SNAP,185%,Other Nutrition Program,27.00%,11.40%,61.50%,15.10%,7900,38%,62%,$2.64 ,"$6,791,590.00 "
47189,TN,"Wilson County, Tennessee",10.90%,"12,170",130%,SNAP,185%,Other Nutrition Program,36.80%,17.90%,45.30%,17.60%,4940,56%,44%,$2.42 ,"$4,801,390.00 "
48001,TX,"Anderson County, Texas",20.00%,"11,610",165%,SNAP,185%,Other Nutrition Program,56.80%,10.10%,33.10%,25.10%,2900,81%,19%,$2.46 ,"$4,656,160.00 "
48003,TX,"Andrews County, Texas",12.60%,"1,820",165%,SNAP,185%,Other Nutrition Program,66.90%,7.10%,26.10%,27.00%,1150,68%,32%,$2.44 ,"$723,970.00 "
48005,TX,"Angelina County, Texas",18.50%,"15,910",165%,SNAP,185%,Other Nutrition Program,69.20%,10.40%,20.40%,26.00%,6010,75%,25%,$2.44 ,"$6,328,790.00 "
48007,TX,"Aransas County, Texas",15.80%,"3,680",165%,SNAP,185%,Other Nutrition Program,65.80%,8.50%,25.70%,29.40%,1380,73%,27%,$2.37 ,"$1,421,860.00 "
48009,TX,"Archer County, Texas",13.60%,"1,220",165%,SNAP,185%,Other Nutrition Program,50.80%,12.30%,36.90%,21.60%,470,58%,42%,$2.42 ,"$481,320.00 "
48011,TX,"Armstrong County, Texas",12.60%,240,165%,SNAP,185%,Other Nutrition Program,50.40%,6.20%,43.40%,22.20%,100,61%,39%,$2.58 ,"$100,950.00 "
48013,TX,"Atascosa County, Texas",14.60%,"6,510",165%,SNAP,185%,Other Nutrition Program,75.20%,1.70%,23.10%,27.90%,3570,75%,25%,$2.09 ,"$2,218,140.00 "
48015,TX,"Austin County, Texas",15.20%,"4,290",165%,SNAP,185%,Other Nutrition Program,52.60%,14.20%,33.30%,20.80%,1480,67%,33%,$2.59 ,"$1,811,410.00 "
48017,TX,"Bailey County, Texas",15.80%,"1,120",165%,SNAP,185%,Other Nutrition Program,94.10%,5.90%,0.00%,25.70%,580,100%,0%,$2.62 ,"$478,390.00 "
48019,TX,"Bandera County, Texas",15.10%,"3,070",165%,SNAP,185%,Other Nutrition Program,57.40%,9.70%,32.90%,27.70%,1140,74%,26%,$2.82 ,"$1,411,390.00 "
48021,TX,"Bastrop County, Texas",15.30%,"11,250",165%,SNAP,185%,Other Nutrition Program,60.20%,10.40%,29.40%,24.20%,4650,74%,26%,$2.21 ,"$4,053,270.00 "
48023,TX,"Baylor County, Texas",14.40%,540,165%,SNAP,185%,Other Nutrition Program,65.50%,13.10%,21.50%,23.00%,180,67%,33%,$2.41 ,"$212,160.00 "
48025,TX,"Bee County, Texas",18.10%,"5,790",165%,SNAP,185%,Other Nutrition Program,52.80%,6.10%,41.10%,30.30%,2110,70%,30%,$2.11 ,"$1,991,690.00 "
48027,TX,"Bell County, Texas",19.60%,"59,420",165%,SNAP,185%,Other Nutrition Program,56.90%,10.10%,33.10%,23.70%,20380,68%,32%,$2.29 ,"$22,183,440.00 "
48029,TX,"Bexar County, Texas",16.70%,"282,210",165%,SNAP,185%,Other Nutrition Program,67.40%,3.70%,28.90%,27.10%,124250,68%,32%,$2.30 ,"$105,818,360.00 "
48031,TX,"Blanco County, Texas",12.40%,"1,280",165%,SNAP,185%,Other Nutrition Program,59.20%,16.20%,24.70%,20.60%,460,87%,13%,$2.41 ,"$502,910.00 "
48033,TX,"Borden County, Texas",14.80%,90,165%,SNAP,185%,Other Nutrition Program,31.70%,6.10%,62.20%,25.10%,40,41%,59%,$2.30 ,"$33,750.00 "
48035,TX,"Bosque County, Texas",15.90%,"2,890",165%,SNAP,185%,Other Nutrition Program,63.90%,12.20%,23.80%,26.30%,1080,80%,20%,$2.30 ,"$1,083,640.00 "
48037,TX,"Bowie County, Texas",20.00%,"18,380",165%,SNAP,185%,Other Nutrition Program,61.00%,11.30%,27.70%,23.10%,5160,73%,27%,$2.46 ,"$7,371,250.00 "
48039,TX,"Brazoria County, Texas",15.90%,"49,040",165%,SNAP,185%,Other Nutrition Program,42.50%,8.00%,49.50%,21.40%,18250,54%,46%,$2.62 ,"$20,946,550.00 "
48041,TX,"Brazos County, Texas",22.00%,"41,750",165%,SNAP,185%,Other Nutrition Program,74.50%,4.70%,20.80%,24.40%,9400,69%,31%,$2.46 ,"$16,743,740.00 "
48043,TX,"Brewster County, Texas",14.70%,"1,340",165%,SNAP,185%,Other Nutrition Program,67.20%,2.60%,30.10%,23.20%,400,51%,49%,$2.75 ,"$600,760.00 "
48045,TX,"Briscoe County, Texas",15.80%,270,165%,SNAP,185%,Other Nutrition Program,81.60%,13.00%,5.40%,29.90%,120,82%,18%,$2.54 ,"$111,800.00 "
48047,TX,"Brooks County, Texas",20.40%,"1,490",165%,SNAP,185%,Other Nutrition Program,99.60%,0.40%,0.00%,39.80%,810,75%,25%,$2.09 ,"$507,680.00 "
48049,TX,"Brown County, Texas",16.30%,"6,220",165%,SNAP,185%,Other Nutrition Program,67.50%,10.00%,22.50%,25.60%,2370,77%,23%,$2.51 ,"$2,545,220.00 "
48051,TX,"Burleson County, Texas",15.20%,"2,610",165%,SNAP,185%,Other Nutrition Program,56.00%,13.10%,30.90%,21.50%,880,74%,26%,$2.45 ,"$1,042,480.00 "
48053,TX,"Burnet County, Texas",14.60%,"6,210",165%,SNAP,185%,Other Nutrition Program,63.40%,13.80%,22.80%,24.40%,2420,78%,23%,$2.35 ,"$2,379,140.00 "
48055,TX,"Caldwell County, Texas",18.00%,"6,790",165%,SNAP,185%,Other Nutrition Program,67.20%,4.60%,28.20%,30.90%,3080,68%,32%,$2.04 ,"$2,258,190.00 "
48057,TX,"Calhoun County, Texas",16.20%,"3,440",165%,SNAP,185%,Other Nutrition Program,65.00%,2.60%,32.30%,28.20%,1590,68%,33%,$2.20 ,"$1,233,790.00 "
48059,TX,"Callahan County, Texas",13.40%,"1,810",165%,SNAP,185%,Other Nutrition Program,59.00%,13.10%,28.00%,21.20%,680,70%,30%,$2.43 ,"$717,040.00 "
48061,TX,"Cameron County, Texas",20.80%,"83,300",165%,SNAP,185%,Other Nutrition Program,91.90%,8.10%,0.00%,39.90%,52910,81%,19%,$2.02 ,"$27,431,980.00 "
48063,TX,"Camp County, Texas",19.70%,"2,440",165%,SNAP,185%,Other Nutrition Program,70.80%,13.00%,16.20%,27.30%,900,81%,19%,$2.52 ,"$1,002,420.00 "
48065,TX,"Carson County, Texas",10.90%,680,165%,SNAP,185%,Other Nutrition Program,47.10%,9.80%,43.10%,16.10%,260,44%,56%,$2.56 ,"$283,800.00 "
48067,TX,"Cass County, Texas",21.10%,"6,380",165%,SNAP,185%,Other Nutrition Program,64.20%,12.10%,23.60%,27.00%,1900,75%,25%,$2.52 ,"$2,621,090.00 "
48069,TX,"Castro County, Texas",15.10%,"1,200",165%,SNAP,185%,Other Nutrition Program,87.80%,9.10%,3.10%,28.80%,720,88%,12%,$2.66 ,"$520,380.00 "
48071,TX,"Chambers County, Texas",14.20%,"4,770",165%,SNAP,185%,Other Nutrition Program,38.90%,8.70%,52.40%,19.70%,1890,50%,50%,$2.99 ,"$2,325,150.00 "
48073,TX,"Cherokee County, Texas",19.60%,"9,890",165%,SNAP,185%,Other Nutrition Program,70.90%,9.90%,19.20%,28.60%,3740,80%,20%,$2.52 ,"$4,063,100.00 "
48075,TX,"Childress County, Texas",15.10%,"1,070",165%,SNAP,185%,Other Nutrition Program,49.90%,5.50%,44.60%,20.80%,330,60%,40%,$2.62 ,"$457,030.00 "
48077,TX,"Clay County, Texas",12.70%,"1,380",165%,SNAP,185%,Other Nutrition Program,51.80%,11.20%,37.10%,21.00%,530,61%,39%,$2.41 ,"$542,200.00 "
48079,TX,"Cochran County, Texas",15.50%,490,165%,SNAP,185%,Other Nutrition Program,82.90%,15.00%,2.20%,25.90%,240,94%,6%,$2.66 ,"$212,490.00 "
48081,TX,"Coke County, Texas",15.20%,520,165%,SNAP,185%,Other Nutrition Program,57.00%,11.00%,32.00%,26.40%,200,52%,48%,$2.38 ,"$201,760.00 "
48083,TX,"Coleman County, Texas",19.70%,"1,740",165%,SNAP,185%,Other Nutrition Program,83.30%,11.80%,4.90%,34.80%,680,83%,17%,$2.42 ,"$686,480.00 "
48085,TX,"Collin County, Texas",14.70%,"112,300",165%,SNAP,185%,Other Nutrition Program,32.80%,6.40%,60.90%,18.00%,39440,41%,59%,$2.67 ,"$48,882,320.00 "
48087,TX,"Collingsworth County, Texas",16.50%,500,165%,SNAP,185%,Other Nutrition Program,78.70%,7.40%,13.80%,29.50%,260,79%,21%,$2.60 ,"$211,940.00 "
48089,TX,"Colorado County, Texas",16.00%,"3,340",165%,SNAP,185%,Other Nutrition Program,59.90%,11.00%,29.10%,23.00%,1130,71%,29%,$2.17 ,"$1,181,590.00 "
48091,TX,"Comal County, Texas",13.50%,"14,350",165%,SNAP,185%,Other Nutrition Program,47.70%,7.80%,44.50%,21.50%,5450,57%,44%,$2.59 ,"$6,059,160.00 "
48093,TX,"Comanche County, Texas",16.10%,"2,230",165%,SNAP,185%,Other Nutrition Program,70.60%,7.90%,21.50%,29.10%,970,73%,27%,$2.47 ,"$897,970.00 "
48095,TX,"Concho County, Texas",15.40%,630,165%,SNAP,185%,Other Nutrition Program,41.80%,4.10%,54.10%,27.90%,170,67%,33%,$2.36 ,"$242,390.00 "
48097,TX,"Cooke County, Texas",14.70%,"5,630",165%,SNAP,185%,Other Nutrition Program,65.60%,10.10%,24.30%,23.20%,2290,72%,28%,$2.65 ,"$2,432,290.00 "
48099,TX,"Coryell County, Texas",19.80%,"14,870",165%,SNAP,185%,Other Nutrition Program,52.40%,9.90%,37.80%,25.50%,5220,72%,28%,$2.23 ,"$5,406,010.00 "
48101,TX,"Cottle County, Texas",14.50%,250,165%,SNAP,185%,Other Nutrition Program,65.90%,17.00%,17.10%,22.70%,90,88%,12%,$2.62 ,"$106,780.00 "
48103,TX,"Crane County, Texas",15.10%,640,165%,SNAP,185%,Other Nutrition Program,63.60%,3.90%,32.50%,26.80%,330,67%,34%,$2.40 ,"$250,410.00 "
48105,TX,"Crockett County, Texas",15.30%,570,165%,SNAP,185%,Other Nutrition Program,68.00%,7.40%,24.60%,28.50%,290,72%,28%,$2.22 ,"$206,290.00 "
48107,TX,"Crosby County, Texas",19.00%,"1,160",165%,SNAP,185%,Other Nutrition Program,82.50%,5.40%,12.10%,34.70%,630,78%,22%,$2.63 ,"$497,360.00 "
48109,TX,"Culberson County, Texas",15.70%,380,165%,SNAP,185%,Other Nutrition Program,80.40%,19.60%,0.00%,27.20%,150,67%,33%,$2.44 ,"$151,160.00 "
48111,TX,"Dallam County, Texas",13.60%,900,165%,SNAP,185%,Other Nutrition Program,81.90%,16.50%,1.60%,23.20%,460,94%,7%,$2.45 ,"$359,480.00 "
48113,TX,"Dallas County, Texas",20.60%,"484,510",165%,SNAP,185%,Other Nutrition Program,69.20%,8.30%,22.60%,26.60%,172610,74%,26%,$2.51 ,"$198,260,980.00 "
48115,TX,"Dawson County, Texas",16.60%,"2,290",165%,SNAP,185%,Other Nutrition Program,61.90%,5.10%,33.10%,28.80%,980,77%,23%,$2.50 ,"$933,330.00 "
48117,TX,"Deaf Smith County, Texas",14.10%,"2,720",165%,SNAP,185%,Other Nutrition Program,83.90%,3.40%,12.70%,27.40%,1700,75%,25%,$2.58 ,"$1,144,060.00 "
48119,TX,"Delta County, Texas",17.90%,930,165%,SNAP,185%,Other Nutrition Program,67.50%,16.50%,15.90%,28.50%,350,85%,16%,$2.54 ,"$385,100.00 "
48121,TX,"Denton County, Texas",15.20%,"98,560",165%,SNAP,185%,Other Nutrition Program,38.30%,7.10%,54.60%,18.40%,32820,46%,54%,$2.69 ,"$43,222,890.00 "
