FIPS,State,"County, State",2010 Food Insecurity Rate, Number of Food Insecure Persons in 2010 ,Low Threshold in state,Low Threshold Type,High Threshold in state,High Threshold Type,% FI ? Low Threshold,% FI Btwn Thresholds,% FI > High Threshold,2010 Child food insecurity rate, Number of Food Insecure Children in 2010  ,% food insecure children in HH w/ HH incomes below 185 FPL,% of food insecure children in HH w/ HH incomes above 185 FPL, 2010 Cost Per Meal , 2010 Weighted Annual Food Budget Shortfall 
54001,WV,"Barbour County, West Virginia",15.40%,"2,510",130.00%,SNAP,185.00%,Other Nutrition Program,56.00%,22.60%,21.40%,22.90%,810,72%,28%,$2.70 ,"$1,166,520 "
54003,WV,"Berkeley County, West Virginia",13.10%,"13,220",130.00%,SNAP,185.00%,Other Nutrition Program,35.20%,20.00%,44.80%,16.70%,"4,110",60%,40%,$2.58 ,"$5,870,930 "
54005,WV,"Boone County, West Virginia",14.10%,"3,500",130.00%,SNAP,185.00%,Other Nutrition Program,52.10%,12.50%,35.40%,20.50%,"1,140",61%,39%,$2.48 ,"$1,494,090 "
54007,WV,"Braxton County, West Virginia",16.20%,"2,360",130.00%,SNAP,185.00%,Other Nutrition Program,55.90%,18.40%,25.70%,24.20%,710,81%,19%,$2.44 ,"$991,190 "
54009,WV,"Brooke County, West Virginia",15.50%,"3,760",130.00%,SNAP,185.00%,Other Nutrition Program,31.40%,26.00%,42.60%,21.30%,960,64%,36%,$2.40 ,"$1,553,300 "
54011,WV,"Cabell County, West Virginia",14.90%,"14,280",130.00%,SNAP,185.00%,Other Nutrition Program,51.40%,16.40%,32.20%,21.30%,"3,890",68%,32%,$2.43 ,"$5,972,970 "
54013,WV,"Calhoun County, West Virginia",18.90%,"1,430",130.00%,SNAP,185.00%,Other Nutrition Program,59.90%,26.70%,13.40%,29.00%,440,78%,22%,$2.60 ,"$639,980 "
54015,WV,"Clay County, West Virginia",19.90%,"1,910",130.00%,SNAP,185.00%,Other Nutrition Program,51.30%,18.00%,30.70%,27.30%,620,67%,33%,$2.67 ,"$877,810 "
54017,WV,"Doddridge County, West Virginia",16.20%,"1,300",130.00%,SNAP,185.00%,Other Nutrition Program,63.10%,23.30%,13.60%,25.40%,430,83%,18%,$2.64 ,"$590,750 "
54019,WV,"Fayette County, West Virginia",16.50%,"7,620",130.00%,SNAP,185.00%,Other Nutrition Program,53.90%,19.60%,26.50%,23.60%,"2,170",73%,27%,$2.41 ,"$3,161,020 "
54021,WV,"Gilmer County, West Virginia",18.10%,"1,520",130.00%,SNAP,185.00%,Other Nutrition Program,45.40%,10.80%,43.80%,25.30%,330,72%,28%,$2.71 ,"$709,040 "
54023,WV,"Grant County, West Virginia",15.40%,"1,840",130.00%,SNAP,185.00%,Other Nutrition Program,44.40%,21.10%,34.40%,20.60%,540,65%,35%,$2.70 ,"$855,140 "
54025,WV,"Greenbrier County, West Virginia",15.30%,"5,410",130.00%,SNAP,185.00%,Other Nutrition Program,51.70%,19.40%,28.80%,20.40%,"1,430",72%,28%,$2.44 ,"$2,272,180 "
54027,WV,"Hampshire County, West Virginia",14.70%,"3,470",130.00%,SNAP,185.00%,Other Nutrition Program,51.10%,19.80%,29.10%,20.40%,"1,010",67%,33%,$2.56 ,"$1,529,060 "
54029,WV,"Hancock County, West Virginia",16.80%,"5,180",130.00%,SNAP,185.00%,Other Nutrition Program,44.00%,22.40%,33.60%,23.80%,"1,480",65%,35%,$2.47 ,"$2,202,330 "
54031,WV,"Hardy County, West Virginia",14.60%,"2,020",130.00%,SNAP,185.00%,Other Nutrition Program,45.30%,30.10%,24.60%,21.20%,790,65%,35%,$2.43 ,"$844,920 "
54033,WV,"Harrison County, West Virginia",13.90%,"9,490",130.00%,SNAP,185.00%,Other Nutrition Program,51.20%,20.00%,28.80%,21.40%,"3,180",66%,34%,$2.31 ,"$3,773,410 "
54035,WV,"Jackson County, West Virginia",16.60%,"4,840",130.00%,SNAP,185.00%,Other Nutrition Program,43.30%,17.00%,39.60%,24.80%,"1,620",56%,44%,$2.41 ,"$2,007,790 "
54037,WV,"Jefferson County, West Virginia",10.80%,"5,640",130.00%,SNAP,185.00%,Other Nutrition Program,34.50%,13.70%,51.90%,13.80%,"1,690",48%,52%,$2.52 ,"$2,446,440 "
54039,WV,"Kanawha County, West Virginia",13.00%,"25,100",130.00%,SNAP,185.00%,Other Nutrition Program,42.80%,17.50%,39.70%,17.80%,"6,990",64%,36%,$2.42 ,"$10,455,500 "
54041,WV,"Lewis County, West Virginia",14.40%,"2,360",130.00%,SNAP,185.00%,Other Nutrition Program,54.70%,22.00%,23.30%,20.70%,690,71%,29%,$2.41 ,"$979,000 "
54043,WV,"Lincoln County, West Virginia",18.10%,"3,960",130.00%,SNAP,185.00%,Other Nutrition Program,60.40%,21.30%,18.20%,27.30%,"1,360",71%,29%,$2.85 ,"$1,942,660 "
54045,WV,"Logan County, West Virginia",16.20%,"5,910",130.00%,SNAP,185.00%,Other Nutrition Program,50.90%,19.00%,30.10%,24.30%,"1,780",68%,32%,$2.40 ,"$2,441,490 "
54047,WV,"McDowell County, West Virginia",21.30%,"4,810",130.00%,SNAP,185.00%,Other Nutrition Program,72.00%,17.20%,10.80%,28.80%,"1,310",87%,13%,$2.43 ,"$2,011,900 "
54049,WV,"Marion County, West Virginia",13.50%,"7,610",130.00%,SNAP,185.00%,Other Nutrition Program,48.00%,20.50%,31.50%,19.30%,"2,130",67%,33%,$2.48 ,"$3,248,570 "
54051,WV,"Marshall County, West Virginia",15.60%,"5,190",130.00%,SNAP,185.00%,Other Nutrition Program,53.30%,19.60%,27.00%,23.10%,"1,610",76%,24%,$2.38 ,"$2,126,180 "
54053,WV,"Mason County, West Virginia",17.70%,"4,780",130.00%,SNAP,185.00%,Other Nutrition Program,48.50%,23.30%,28.20%,25.40%,"1,470",71%,29%,$2.43 ,"$1,999,350 "
54055,WV,"Mercer County, West Virginia",15.90%,"9,810",130.00%,SNAP,185.00%,Other Nutrition Program,55.60%,14.80%,29.60%,22.30%,"2,720",66%,34%,$2.41 ,"$4,069,510 "
54057,WV,"Mineral County, West Virginia",14.00%,"3,900",130.00%,SNAP,185.00%,Other Nutrition Program,46.70%,22.60%,30.80%,20.60%,"1,200",71%,29%,$2.47 ,"$1,658,120 "
54059,WV,"Mingo County, West Virginia",16.60%,"4,480",130.00%,SNAP,185.00%,Other Nutrition Program,54.00%,21.30%,24.70%,23.70%,"1,410",68%,32%,$2.79 ,"$2,151,480 "
54061,WV,"Monongalia County, West Virginia",13.00%,"12,070",130.00%,SNAP,185.00%,Other Nutrition Program,50.60%,9.20%,40.20%,13.80%,"2,010",54%,46%,$2.46 ,"$5,110,910 "
54063,WV,"Monroe County, West Virginia",12.20%,"1,650",130.00%,SNAP,185.00%,Other Nutrition Program,49.10%,19.30%,31.70%,17.70%,500,59%,41%,$2.76 ,"$783,880 "
54065,WV,"Morgan County, West Virginia",14.60%,"2,540",130.00%,SNAP,185.00%,Other Nutrition Program,46.60%,23.70%,29.70%,21.10%,770,71%,29%,$2.71 ,"$1,184,840 "
54067,WV,"Nicholas County, West Virginia",15.40%,"4,050",130.00%,SNAP,185.00%,Other Nutrition Program,49.80%,18.00%,32.10%,22.50%,"1,240",61%,39%,$2.44 ,"$1,700,990 "
54069,WV,"Ohio County, West Virginia",14.40%,"6,400",130.00%,SNAP,185.00%,Other Nutrition Program,42.90%,17.50%,39.70%,20.60%,"1,770",63%,37%,$2.51 ,"$2,765,090 "
54071,WV,"Pendleton County, West Virginia",13.70%,"1,060",130.00%,SNAP,185.00%,Other Nutrition Program,51.80%,20.80%,27.50%,18.10%,250,60%,40%,$2.41 ,"$439,720 "
54073,WV,"Pleasants County, West Virginia",14.80%,"1,140",130.00%,SNAP,185.00%,Other Nutrition Program,40.60%,19.10%,40.30%,18.30%,290,77%,23%,$2.72 ,"$533,740 "
54075,WV,"Pocahontas County, West Virginia",16.30%,"1,440",130.00%,SNAP,185.00%,Other Nutrition Program,44.20%,29.20%,26.70%,22.70%,360,77%,23%,$2.65 ,"$656,850 "
54077,WV,"Preston County, West Virginia",13.10%,"4,300",130.00%,SNAP,185.00%,Other Nutrition Program,43.90%,19.30%,36.90%,18.50%,"1,200",65%,35%,$2.43 ,"$1,798,580 "
54079,WV,"Putnam County, West Virginia",11.40%,"6,270",130.00%,SNAP,185.00%,Other Nutrition Program,34.70%,15.70%,49.60%,16.30%,"2,100",51%,49%,$2.55 ,"$2,752,090 "
54081,WV,"Raleigh County, West Virginia",14.80%,"11,620",130.00%,SNAP,185.00%,Other Nutrition Program,46.30%,16.80%,36.90%,20.00%,"3,200",63%,37%,$2.35 ,"$4,700,340 "
54083,WV,"Randolph County, West Virginia",15.60%,"4,550",130.00%,SNAP,185.00%,Other Nutrition Program,41.20%,23.70%,35.10%,23.00%,"1,240",70%,30%,$2.41 ,"$1,887,490 "
54085,WV,"Ritchie County, West Virginia",15.10%,"1,590",130.00%,SNAP,185.00%,Other Nutrition Program,51.60%,24.30%,24.10%,20.80%,460,73%,27%,$2.78 ,"$760,850 "
54087,WV,"Roane County, West Virginia",20.10%,"3,040",130.00%,SNAP,185.00%,Other Nutrition Program,57.70%,15.50%,26.80%,30.60%,950,66%,35%,$2.43 ,"$1,271,560 "
54089,WV,"Summers County, West Virginia",16.30%,"2,260",130.00%,SNAP,185.00%,Other Nutrition Program,49.50%,16.30%,34.20%,20.90%,520,63%,37%,$2.44 ,"$949,190 "
54091,WV,"Taylor County, West Virginia",13.40%,"2,240",130.00%,SNAP,185.00%,Other Nutrition Program,56.80%,16.30%,26.90%,19.40%,690,75%,25%,$2.43 ,"$936,940 "
54093,WV,"Tucker County, West Virginia",17.20%,"1,230",130.00%,SNAP,185.00%,Other Nutrition Program,48.80%,30.00%,21.20%,23.00%,320,79%,21%,$2.70 ,"$571,640 "
54095,WV,"Tyler County, West Virginia",16.00%,"1,490",130.00%,SNAP,185.00%,Other Nutrition Program,46.90%,15.60%,37.50%,23.00%,440,58%,42%,$2.79 ,"$715,560 "
54097,WV,"Upshur County, West Virginia",14.80%,"3,550",130.00%,SNAP,185.00%,Other Nutrition Program,51.50%,12.90%,35.60%,21.90%,"1,050",60%,40%,$2.41 ,"$1,472,660 "
54099,WV,"Wayne County, West Virginia",15.30%,"6,540",130.00%,SNAP,185.00%,Other Nutrition Program,52.20%,17.30%,30.50%,21.00%,"2,000",60%,40%,$2.43 ,"$2,735,520 "
54101,WV,"Webster County, West Virginia",17.80%,"1,650",130.00%,SNAP,185.00%,Other Nutrition Program,59.30%,20.70%,20.00%,24.20%,480,72%,29%,$2.68 ,"$761,160 "
54103,WV,"Wetzel County, West Virginia",17.30%,"2,890",130.00%,SNAP,185.00%,Other Nutrition Program,47.00%,22.20%,30.80%,25.00%,890,70%,30%,$2.44 ,"$1,213,790 "
54105,WV,"Wirt County, West Virginia",17.30%,990,130.00%,SNAP,185.00%,Other Nutrition Program,59.60%,20.00%,20.40%,26.60%,310,79%,21%,$2.62 ,"$446,470 "
54107,WV,"Wood County, West Virginia",14.50%,"12,560",130.00%,SNAP,185.00%,Other Nutrition Program,46.30%,19.10%,34.50%,21.80%,"4,000",64%,36%,$2.29 ,"$4,950,860 "
54109,WV,"Wyoming County, West Virginia",15.60%,"3,750",130.00%,SNAP,185.00%,Other Nutrition Program,47.90%,19.80%,32.40%,22.40%,"1,120",70%,30%,$2.80 ,"$1,807,360 "
55001,WI,"Adams County, Wisconsin",14.50%,"3,050",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",68.60%,N/A,31.40%,24.70%,890,77%,23%,$2.28 ,"$1,196,990 "
55003,WI,"Ashland County, Wisconsin",15.00%,"2,430",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",78.30%,N/A,21.70%,25.90%,940,78%,22%,$2.35 ,"$982,950 "
55005,WI,"Barron County, Wisconsin",12.40%,"5,690",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",73.30%,N/A,26.70%,20.80%,"2,130",69%,31%,$2.15 ,"$2,105,750 "
55007,WI,"Bayfield County, Wisconsin",13.70%,"2,070",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",67.00%,N/A,33.00%,23.20%,660,66%,35%,$2.37 ,"$844,450 "
55009,WI,"Brown County, Wisconsin",10.90%,"26,630",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",60.30%,N/A,39.70%,19.10%,"11,550",55%,45%,$2.30 ,"$10,542,770 "
55011,WI,"Buffalo County, Wisconsin",10.50%,"1,440",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",69.40%,N/A,30.60%,17.20%,520,55%,45%,$2.54 ,"$629,580 "
55013,WI,"Burnett County, Wisconsin",15.10%,"2,380",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",72.50%,N/A,27.50%,26.60%,790,73%,27%,$2.65 ,"$1,085,620 "
55015,WI,"Calumet County, Wisconsin",9.10%,"4,370",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",48.10%,N/A,51.90%,16.20%,"2,080",44%,57%,$2.37 ,"$1,782,730 "
55017,WI,"Chippewa County, Wisconsin",11.60%,"7,130",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",66.30%,N/A,33.70%,19.90%,"2,890",65%,36%,$2.13 ,"$2,614,120 "
55019,WI,"Clark County, Wisconsin",13.30%,"4,590",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",79.20%,N/A,20.80%,22.50%,"2,240",78%,22%,$2.32 ,"$1,832,970 "
55021,WI,"Columbia County, Wisconsin",11.10%,"6,240",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",55.40%,N/A,44.60%,19.30%,"2,500",54%,46%,$2.39 ,"$2,567,070 "
55023,WI,"Crawford County, Wisconsin",13.40%,"2,250",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",69.10%,N/A,30.90%,21.80%,780,71%,29%,$2.13 ,"$824,930 "
55025,WI,"Dane County, Wisconsin",10.30%,"49,270",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",54.10%,N/A,45.90%,15.80%,"16,190",50%,50%,$2.54 ,"$21,541,300 "
55027,WI,"Dodge County, Wisconsin",11.50%,"10,270",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",54.30%,N/A,45.70%,19.50%,"3,800",59%,41%,$2.27 ,"$4,012,840 "
55029,WI,"Door County, Wisconsin",12.20%,"3,420",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",58.20%,N/A,41.80%,20.70%,"1,030",53%,47%,$2.79 ,"$1,642,430 "
55031,WI,"Douglas County, Wisconsin",12.30%,"5,380",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",63.20%,N/A,36.80%,20.60%,"1,940",62%,38%,$2.37 ,"$2,194,760 "
55033,WI,"Dunn County, Wisconsin",11.90%,"5,160",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",59.40%,N/A,40.60%,18.90%,"1,680",55%,45%,$2.12 ,"$1,882,960 "
55035,WI,"Eau Claire County, Wisconsin",11.80%,"11,450",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",66.40%,N/A,33.60%,18.60%,"3,810",62%,39%,$2.21 ,"$4,355,650 "
55037,WI,"Florence County, Wisconsin",14.00%,640,200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",77.70%,N/A,22.30%,23.90%,210,82%,18%,$2.43 ,"$267,700 "
55039,WI,"Fond du Lac County, Wisconsin",11.20%,"11,340",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",59.50%,N/A,40.50%,19.00%,"4,340",56%,44%,$2.33 ,"$4,548,040 "
55041,WI,"Forest County, Wisconsin",15.30%,"1,450",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",79.40%,N/A,20.60%,26.20%,530,83%,18%,$2.63 ,"$656,420 "
55043,WI,"Grant County, Wisconsin",11.70%,"5,930",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",68.30%,N/A,31.70%,18.90%,"2,000",71%,29%,$2.19 ,"$2,235,400 "
55045,WI,"Green County, Wisconsin",11.20%,"4,080",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",55.50%,N/A,44.50%,19.40%,"1,710",51%,49%,$2.24 ,"$1,573,130 "
55047,WI,"Green Lake County, Wisconsin",12.30%,"2,340",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",64.30%,N/A,35.70%,23.00%,"1,010",64%,36%,$2.31 ,"$930,430 "
55049,WI,"Iowa County, Wisconsin",10.40%,"2,450",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",56.30%,N/A,43.70%,16.90%,990,50%,50%,$2.36 ,"$995,250 "
55051,WI,"Iron County, Wisconsin",15.30%,930,200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",78.40%,N/A,21.60%,27.40%,270,76%,24%,$2.40 ,"$384,190 "
55053,WI,"Jackson County, Wisconsin",13.90%,"2,820",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",67.70%,N/A,32.30%,24.60%,"1,110",73%,27%,$2.36 ,"$1,145,560 "
55055,WI,"Jefferson County, Wisconsin",11.60%,"9,630",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",52.30%,N/A,47.70%,19.80%,"3,880",48%,52%,$2.31 ,"$3,829,080 "
55057,WI,"Juneau County, Wisconsin",13.00%,"3,480",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",69.90%,N/A,30.10%,21.60%,"1,280",68%,32%,$2.74 ,"$1,641,290 "
55059,WI,"Kenosha County, Wisconsin",13.80%,"22,720",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",57.20%,N/A,42.80%,21.90%,"9,250",58%,42%,$2.27 ,"$8,877,480 "
55061,WI,"Kewaunee County, Wisconsin",10.80%,"2,230",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",55.30%,N/A,44.70%,18.80%,910,51%,49%,$2.41 ,"$925,080 "
55063,WI,"La Crosse County, Wisconsin",11.20%,"12,670",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",62.60%,N/A,37.40%,17.80%,"4,240",55%,46%,$2.22 ,"$4,841,560 "
55065,WI,"Lafayette County, Wisconsin",10.30%,"1,730",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",69.90%,N/A,30.10%,18.10%,760,64%,36%,$2.50 ,"$744,460 "
55067,WI,"Langlade County, Wisconsin",13.10%,"2,650",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",69.80%,N/A,30.20%,21.30%,920,69%,31%,$2.40 ,"$1,094,740 "
55069,WI,"Lincoln County, Wisconsin",13.80%,"4,000",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",56.10%,N/A,43.90%,21.90%,"1,380",50%,50%,$2.36 ,"$1,624,900 "
55071,WI,"Manitowoc County, Wisconsin",12.00%,"9,810",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",57.00%,N/A,43.00%,20.40%,"3,710",49%,51%,$2.46 ,"$4,153,940 "
55073,WI,"Marathon County, Wisconsin",11.50%,"15,290",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",58.00%,N/A,42.00%,19.70%,"6,360",54%,46%,$2.25 ,"$5,921,690 "
55075,WI,"Marinette County, Wisconsin",14.20%,"5,950",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",69.30%,N/A,30.70%,22.90%,"1,960",68%,33%,$2.08 ,"$2,130,280 "
55077,WI,"Marquette County, Wisconsin",13.20%,"2,030",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",69.40%,N/A,30.60%,22.00%,670,62%,38%,$2.59 ,"$905,010 "
55078,WI,"Menominee County, Wisconsin",21.80%,930,200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",80.60%,N/A,19.40%,34.90%,480,75%,25%,$2.42 ,"$387,390 "
55079,WI,"Milwaukee County, Wisconsin",17.30%,"161,960",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",67.50%,N/A,32.50%,21.80%,"50,260",84%,16%,$2.35 ,"$65,513,570 "
55081,WI,"Monroe County, Wisconsin",11.90%,"5,230",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",68.50%,N/A,31.50%,21.90%,"2,500",63%,37%,$2.21 ,"$1,989,530 "
55083,WI,"Oconto County, Wisconsin",13.10%,"4,930",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",62.20%,N/A,37.80%,22.20%,"1,860",60%,40%,$2.28 ,"$1,934,810 "
55085,WI,"Oneida County, Wisconsin",12.80%,"4,650",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",63.10%,N/A,36.90%,20.90%,"1,400",66%,34%,$2.21 ,"$1,768,890 "
55087,WI,"Outagamie County, Wisconsin",10.80%,"18,860",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",52.70%,N/A,47.30%,18.70%,"8,250",46%,54%,$2.29 ,"$7,434,180 "
55089,WI,"Ozaukee County, Wisconsin",8.90%,"7,660",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",36.40%,N/A,63.60%,15.10%,"3,120",32%,68%,$2.40 ,"$3,164,430 "
55091,WI,"Pepin County, Wisconsin",10.70%,800,200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",69.00%,N/A,31.00%,19.20%,340,60%,40%,$2.54 ,"$349,770 "
55093,WI,"Pierce County, Wisconsin",10.50%,"4,270",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",51.50%,N/A,48.50%,17.10%,"1,550",43%,57%,$2.86 ,"$2,102,080 "
55095,WI,"Polk County, Wisconsin",12.40%,"5,500",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",61.80%,N/A,38.20%,20.80%,"2,180",62%,38%,$2.36 ,"$2,234,240 "
55097,WI,"Portage County, Wisconsin",11.30%,"7,830",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",60.80%,N/A,39.20%,17.80%,"2,570",52%,48%,$2.36 ,"$3,180,750 "
55099,WI,"Price County, Wisconsin",13.30%,"1,920",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",75.30%,N/A,24.70%,21.90%,600,75%,25%,$2.61 ,"$862,580 "
55101,WI,"Racine County, Wisconsin",13.70%,"26,750",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",58.00%,N/A,42.00%,20.70%,"9,920",66%,35%,$2.38 ,"$10,958,630 "
55103,WI,"Richland County, Wisconsin",12.10%,"2,200",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",73.10%,N/A,26.90%,21.70%,910,71%,29%,$2.36 ,"$893,700 "
55105,WI,"Rock County, Wisconsin",14.30%,"22,870",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",57.80%,N/A,42.20%,22.80%,"9,050",60%,40%,$2.23 ,"$8,778,630 "
55107,WI,"Rusk County, Wisconsin",15.70%,"2,340",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",76.00%,N/A,24.00%,26.60%,880,74%,26%,$2.36 ,"$950,570 "
55109,WI,"St. Croix County, Wisconsin",9.80%,"8,090",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",43.90%,N/A,56.10%,16.90%,"3,790",42%,58%,$2.39 ,"$3,328,140 "
55111,WI,"Sauk County, Wisconsin",11.20%,"6,830",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",63.10%,N/A,36.90%,19.80%,"2,820",59%,41%,$2.25 ,"$2,645,200 "
55113,WI,"Sawyer County, Wisconsin",15.40%,"2,560",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",75.10%,N/A,24.90%,28.10%,950,81%,19%,$2.35 ,"$1,035,530 "
55115,WI,"Shawano County, Wisconsin",12.90%,"5,390",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",69.50%,N/A,30.50%,22.50%,"2,140",70%,30%,$2.18 ,"$2,022,560 "
55117,WI,"Sheboygan County, Wisconsin",11.40%,"13,120",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",58.60%,N/A,41.40%,19.60%,"5,390",58%,43%,$2.38 ,"$5,374,850 "
55119,WI,"Taylor County, Wisconsin",13.70%,"2,810",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",68.20%,N/A,31.80%,22.30%,"1,100",68%,33%,$2.36 ,"$1,141,490 "
55121,WI,"Trempealeau County, Wisconsin",11.00%,"3,130",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",67.30%,N/A,32.70%,20.00%,"1,360",65%,35%,$2.47 ,"$1,330,750 "
55123,WI,"Vernon County, Wisconsin",12.10%,"3,560",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",77.10%,N/A,22.90%,21.90%,"1,680",81%,19%,$2.36 ,"$1,446,160 "
55125,WI,"Vilas County, Wisconsin",13.70%,"2,980",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",72.50%,N/A,27.50%,23.50%,920,71%,29%,$2.73 ,"$1,400,340 "
55127,WI,"Walworth County, Wisconsin",11.90%,"12,110",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",59.10%,N/A,40.90%,20.80%,"4,940",56%,44%,$2.31 ,"$4,815,170 "
55129,WI,"Washburn County, Wisconsin",13.40%,"2,150",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",71.80%,N/A,28.20%,23.20%,760,83%,18%,$2.30 ,"$851,180 "
55131,WI,"Washington County, Wisconsin",10.00%,"13,060",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",44.00%,N/A,56.00%,17.20%,"5,550",38%,62%,$2.35 ,"$5,282,830 "
55133,WI,"Waukesha County, Wisconsin",9.20%,"35,480",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",34.30%,N/A,65.70%,15.80%,"14,840",29%,71%,$2.56 ,"$15,634,330 "
55135,WI,"Waupaca County, Wisconsin",12.20%,"6,380",200.00%,"SNAP, Other Nutrition Programs",200.00%,"SNAP, Other Nutrition Programs",67.50%,N/A,32.50%,20.80%,"2,460",67%,33%,$2.23 ,"$2,448,960 "
